sample_id,z1,z2,z3,z4,z5,z6
I3271.AG,-0.5048209428787231,-0.08879772573709488,-0.22750569880008698,-3.7548446655273438,-0.7227938175201416,0.19702528417110443
I3272.AG,-0.514768123626709,-0.09744291007518768,-0.20028001070022583,-3.6876957416534424,-0.749388575553894,0.29215121269226074
I3273.AG,-0.4355916678905487,-0.07929442822933197,-0.23129063844680786,-3.7122585773468018,-0.727601170539856,0.18327145278453827
I3303.AG,-0.9854260683059692,0.13377228379249573,-1.4660756587982178,-0.6455974578857422,1.3048722743988037,-0.2823002338409424
I3308.AG,-1.0896815061569214,0.16524265706539154,-1.4819862842559814,-0.5981777310371399,1.3001210689544678,-0.2666637897491455
I3311.AG,-1.0281193256378174,0.14259077608585358,-1.4992445707321167,-0.6343171000480652,1.307472586631775,-0.31838858127593994
I3313.AG,-0.1162409856915474,0.5411131978034973,-0.6416114568710327,-0.39433321356773376,0.6535022258758545,-0.3210785984992981
I3322.AG,-0.5080485939979553,-0.08643249422311783,-0.24528929591178894,-3.6854212284088135,-0.7409059405326843,0.2473195195198059
I3324.AG,-0.42706379294395447,-0.09441738575696945,-0.23825781047344208,-3.7061383724212646,-0.7602409720420837,0.22238926589488983
I3432.AG,-0.34766221046447754,-0.67414790391922,-0.4435094892978668,-2.8345298767089844,-0.6340721845626831,-0.6130231022834778
I3433.AG,-0.15231771767139435,0.5315795540809631,-0.6113337874412537,-0.3849095106124878,0.6228604316711426,-0.3924988806247711
I3485.AG,-0.5019142031669617,-0.06904852390289307,-0.2442387342453003,-3.6749260425567627,-0.7403392195701599,0.20014052093029022
I3487.AG,-0.5185940861701965,-0.11245153844356537,-0.26439037919044495,-3.6875429153442383,-0.7506440281867981,0.19232341647148132
I3488.AG,-0.47977569699287415,-0.05412951856851578,-0.24158738553524017,-3.686096429824829,-0.7442418932914734,0.23410436511039734
I3490.AG,-0.49055129289627075,-0.09234894067049026,-0.24110350012779236,-3.6877942085266113,-0.7338029146194458,0.22028672695159912
I3491.AG,-0.4915362000465393,-0.04853644594550133,-0.2308678776025772,-3.684699773788452,-0.7781984806060791,0.20820645987987518
